,translated_tweet,remove,tweet_clean,tweet
1878,"If you care about protecting the booster vaccine ticket, have you injected the booster vaccine or not","If you care about protecting the booster vaccine ticket, have you injected the booster vaccine or not","['if', 'you', 'care', 'about', 'protecting', 'the', 'booster', 'vaccine', 'ticket', 'have', 'you', 'injected', 'the', 'booster', 'vaccine', 'or', 'not']",if you care about protecting the booster vaccine ticket have you injected the booster vaccine or not
1879,"If the criminal sanction for those who don't have the vaccine is reasonable, the state's free vaccine booster","If the criminal sanction for those who don't have the vaccine is reasonable, the state's free vaccine booster","['if', 'the', 'criminal', 'sanction', 'for', 'those', 'who', 'don t', 'have', 'the', 'vaccine', 'is', 'reasonable', 'the', 'state s', 'free', 'vaccine', 'booster']",if the criminal sanction for those who don t have the vaccine is reasonable the state s free vaccine booster
1880,"if the vaccine is antigen, if the booster dose is not cmiiw","if the vaccine is antigen, if the booster dose is not cmiiw","['if', 'the', 'vaccine', 'is', 'antigen', 'if', 'the', 'booster', 'dose', 'is', 'not', 'cmiiw']",if the vaccine is antigen if the booster dose is not cmiiw
1881,"If the booster vaccine is a secret, let's just keep it balanced, you know url url","If the booster vaccine is a secret, let's just keep it balanced, you know url url","['if', 'the', 'booster', 'vaccine', 'is', 'a', 'secret', 'let s', 'just', 'keep', 'it', 'balanced', 'you', 'know', 'url', 'url']",if the booster vaccine is a secret let s just keep it balanced you know url url
1882,"If there is a dose of vaccine, you have to swab the antigen, if you have a booster vaccine, don't swab","If there is a dose of vaccine, you have to swab the antigen, if you have a booster vaccine, don't swab","['if', 'there', 'is', 'a', 'dose', 'of', 'vaccine', 'you', 'have', 'to', 'swab', 'the', 'antigen', 'if', 'you', 'have', 'a', 'booster', 'vaccine', 'don t', 'swab']",if there is a dose of vaccine you have to swab the antigen if you have a booster vaccine don t swab
1883,"If the pfizer vaccine doesn't have a booster, the one with a lot of boosters is Sinovac Astra","If the pfizer vaccine doesn't have a booster, the one with a lot of boosters is Sinovac Astra","['if', 'the', 'pfizer', 'vaccine', 'doesn t', 'have', 'a', 'booster', 'the', 'one', 'with', 'a', 'lot', 'of', 'boosters', 'is', 'sinovac', 'astra']",if the pfizer vaccine doesn t have a booster the one with a lot of boosters is sinovac astra
1884,"If the Sinovac vaccine is safe, it doesn't have any effect while it's free, it's been paid for","If the Sinovac vaccine is safe, it doesn't have any effect while it's free, it's been paid for","['if', 'the', 'sinovac', 'vaccine', 'is', 'safe', 'it', 'doesn t', 'have', 'any', 'effect', 'while', 'it s', 'free', 'it s', 'been', 'paid', 'for']",if the sinovac vaccine is safe it doesn t have any effect while it s free it s been paid for
1885,"If the Sinovac variant vaccine is a week apart, if the variant vaccine is different, the gap is","If the Sinovac variant vaccine is a week apart, if the variant vaccine is different, the gap is","['if', 'the', 'sinovac', 'variant', 'vaccine', 'is', 'a', 'week', 'apart', 'if', 'the', 'variant', 'vaccine', 'is', 'different', 'the', 'gap', 'is']",if the sinovac variant vaccine is a week apart if the variant vaccine is different the gap is
1886,"Even if it is, it's not wrong with the vaccine as an effort not to trigger complaints, if it happens, you must evaluate the opportunities for speculation to protect the chances of complaints appearing","Even if it is, it's not wrong with the vaccine as an effort not to trigger complaints, if it happens, you must evaluate the opportunities for speculation to protect the chances of complaints appearing","['even', 'if', 'it', 'is', 'it s', 'not', 'wrong', 'with', 'the', 'vaccine', 'as', 'an', 'effort', 'not', 'to', 'trigger', 'complaints', 'if', 'it', 'happens', 'you', 'must', 'evaluate', 'the', 'opportunities', 'for', 'speculation', 'to', 'protect', 'the', 'chances', 'of', 'complaints', 'appearing']",even if it is it s not wrong with the vaccine as an effort not to trigger complaints if it happens you must evaluate the opportunities for speculation to protect the chances of complaints appearing
1887,"If the vaccine is effective, you still get the covit booster, which is the PCR antigen test?","If the vaccine is effective, you still get the covit booster, which is the PCR antigen test?","['if', 'the', 'vaccine', 'is', 'effective', 'you', 'still', 'get', 'the', 'covit', 'booster', 'which', 'is', 'the', 'pcr', 'antigen', 'test']",if the vaccine is effective you still get the covit booster which is the pcr antigen test
1888,"if the vaccine doesn't work, use astra when the booster is using moderna, the vaccine doesn't work, use the sinovac booster, use pfizer or astra url","if the vaccine doesn't work, use astra when the booster is using moderna, the vaccine doesn't work, use the sinovac booster, use pfizer or astra url","['if', 'the', 'vaccine', 'doesn t', 'work', 'use', 'astra', 'when', 'the', 'booster', 'is', 'using', 'moderna', 'the', 'vaccine', 'doesn t', 'work', 'use', 'the', 'sinovac', 'booster', 'use', 'pfizer', 'or', 'astra', 'url']",if the vaccine doesn t work use astra when the booster is using moderna the vaccine doesn t work use the sinovac booster use pfizer or astra url
1889,Are you immunizing your baby like you've grown up with a booster vaccine?,Are you immunizing your baby like you've grown up with a booster vaccine?,"['are', 'you', 'immunizing', 'your', 'baby', 'like', 'you ve', 'grown', 'up', 'with', 'a', 'booster', 'vaccine']",are you immunizing your baby like you ve grown up with a booster vaccine
1890,"yesterday morning, dose III vaccine, moderna night, left arm fever really hurts, I hope you'll be fine in the afternoon, myself, let's just keep it short, come on","yesterday morning, dose III vaccine, moderna night, left arm fever really hurts, I hope you'll be fine in the afternoon, myself, let's just keep it short, come on","['yesterday', 'morning', 'dose', 'iii', 'vaccine', 'moderna', 'night', 'left', 'arm', 'fever', 'really', 'hurts', 'i', 'hope', 'you ll', 'be', 'fine', 'in', 'the', 'afternoon', 'myself', 'let s', 'just', 'keep', 'it', 'short', 'come', 'on']",yesterday morning dose iii vaccine moderna night left arm fever really hurts i hope you ll be fine in the afternoon myself let s just keep it short come on
1891,"yesterday, the full dose of vaccine az was late, the schedule was determined btw kipi who felt the dose of sm turned out to be a headache, muscle pain, the pliers that were injected until the hands could not touch a little","yesterday, the full dose of vaccine az was late, the schedule was determined btw kipi who felt the dose of sm turned out to be a headache, muscle pain, the pliers that were injected until the hands could not touch a little","['yesterday', 'the', 'full', 'dose', 'of', 'vaccine', 'az', 'was', 'late', 'the', 'schedule', 'was', 'determined', 'btw', 'kipi', 'who', 'felt', 'the', 'dose', 'of', 'sm', 'turned', 'out', 'to', 'be', 'a', 'headache', 'muscle', 'pain', 'the', 'pliers', 'that', 'were', 'injected', 'until', 'the', 'hands', 'could', 'not', 'touch', 'a', 'little']",yesterday the full dose of vaccine az was late the schedule was determined btw kipi who felt the dose of sm turned out to be a headache muscle pain the pliers that were injected until the hands could not touch a little
1892,"After finishing the booster vaccine at the office last night, it fixed the bones, there is no real energy, the original DM please understand, I lost my pain when I saw my cellphone","After finishing the booster vaccine at the office last night, it fixed the bones, there is no real energy, the original DM please understand, I lost my pain when I saw my cellphone","['after', 'finishing', 'the', 'booster', 'vaccine', 'at', 'the', 'office', 'last', 'night', 'it', 'fixed', 'the', 'bones', 'there', 'is', 'no', 'real', 'energy', 'the', 'original', 'dm', 'please', 'understand', 'i', 'lost', 'my', 'pain', 'when', 'i', 'saw', 'my', 'cellphone']",after finishing the booster vaccine at the office last night it fixed the bones there is no real energy the original dm please understand i lost my pain when i saw my cellphone
1893,"kmrn train, if the distance for the vaccine is only the distance must be a booster","kmrn train, if the distance for the vaccine is only the distance must be a booster","['kmrn', 'train', 'if', 'the', 'distance', 'for', 'the', 'vaccine', 'is', 'only', 'the', 'distance', 'must', 'be', 'a', 'booster']",kmrn train if the distance for the vaccine is only the distance must be a booster
1894,"why ask kipi data, what kind of vaccine is that because kipi sino which is labeled halal is a case that is haram","why ask kipi data, what kind of vaccine is that because kipi sino which is labeled halal is a case that is haram","['why', 'ask', 'kipi', 'data', 'what', 'kind', 'of', 'vaccine', 'is', 'that', 'because', 'kipi', 'sino', 'which', 'is', 'labeled', 'halal', 'is', 'a', 'case', 'that', 'is', 'haram']",why ask kipi data what kind of vaccine is that because kipi sino which is labeled halal is a case that is haram
1895,Kmrn full booster vaccine brand meep hamdalah already good,Kmrn full booster vaccine brand meep hamdalah already good,"['kmrn', 'full', 'booster', 'vaccine', 'brand', 'meep', 'hamdalah', 'already', 'good']",kmrn full booster vaccine brand meep hamdalah already good
1896,"You teach people who eat a lot of news variants, people's countries protest vaccines, ask stupid, you people of the world too, you run out of vaccines, you immediately have a heart attack as a short-lived effect url","You teach people who eat a lot of news variants, people's countries protest vaccines, ask stupid, you people of the world too, you run out of vaccines, you immediately have a heart attack as a short-lived effect url","['you', 'teach', 'people', 'who', 'eat', 'a', 'lot', 'of', 'news', 'variants', 'people s', 'countries', 'protest', 'vaccines', 'ask', 'stupid', 'you', 'people', 'of', 'the', 'world', 'too', 'you', 'run', 'out', 'of', 'vaccines', 'you', 'immediately', 'have', 'a', 'heart', 'attack', 'as', 'a', 'short-lived', 'effect', 'url']",you teach people who eat a lot of news variants people s countries protest vaccines ask stupid you people of the world too you run out of vaccines you immediately have a heart attack as a short-lived effect url
1897,why is the name booster vaccine when the vaccine is finished it becomes sluggish,why is the name booster vaccine when the vaccine is finished it becomes sluggish,"['why', 'is', 'the', 'name', 'booster', 'vaccine', 'when', 'the', 'vaccine', 'is', 'finished', 'it', 'becomes', 'sluggish']",why is the name booster vaccine when the vaccine is finished it becomes sluggish
1898,"Why am I not superpowered, doc, the doctor for the vaccine, the consul for the health facility, which is dangerous, his nose sticks out","Why am I not superpowered, doc, the doctor for the vaccine, the consul for the health facility, which is dangerous, his nose sticks out","['why', 'am', 'i', 'not', 'superpowered', 'doc', 'the', 'doctor', 'for', 'the', 'vaccine', 'the', 'consul', 'for', 'the', 'health', 'facility', 'which', 'is', 'dangerous', 'his', 'nose', 'sticks', 'out']",why am i not superpowered doc the doctor for the vaccine the consul for the health facility which is dangerous his nose sticks out
1899,I'm afraid tomorrow is a booster vaccine,I'm afraid tomorrow is a booster vaccine,"['i m', 'afraid', 'tomorrow', 'is', 'a', 'booster', 'vaccine']",i m afraid tomorrow is a booster vaccine
